DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,LOCATION,LAT,LON,Year,Month,Day,Time Period,Age Range
200716781,12/06/2020 12:00:00 AM,2020-12-06,0.523201362281822,7,12,702,2,740,46,0329 1402,26,M,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,998,700 N  SIERRA BONITA                AV,34.0837,-118.3543,0,1,0.166666666666667,12 AM - 3 AM,20-29
200304700,01/12/2020 12:00:00 AM,2020-01-12,0.863771817794806,3,8,351,1,341,43,2050 0910 0344 0377 2052 2034,49,M,1,949,28,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,341,946.744186046512,5000    EXPOSITION                   BL,34.0247,-118.352,0,0,0.366666666666667,12 AM - 3 AM,40-49
200409594,06/08/2020 12:00:00 AM,2020-06-06,0.851000425713069,4,3,428,2,745,47,0329 1300,35,M,1,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,745,946.744186046512,4900    LYNNFIELD                    ST,34.08,-118.1756,0,0.454545454545455,0.166666666666667,12 AM - 3 AM,30-39
200208066,03/22/2020 12:00:00 AM,2020-03-22,0.18688803746275,2,7,269,1,520,48,0351 1601 1300 1309 0329 0385 1822 0209 0216 0326,27,F,2,123,44,500,UNKNOWN WEAPON/OTHER WEAPON,IC,2,520,946.744186046512,1300 W  7TH                          ST,34.0523,-118.2676,0,0.181818181818182,0.7,12 AM - 3 AM,20-29
200618580,11/28/2020 12:00:00 AM,2020-11-27,0.638143891017454,6,4,666,2,930,16,0400 0443,53,M,1,501,51,511,VERBAL THREAT,IC,2,930,946.744186046512,6400    LEXINGTON                    AV,34.0925,-118.3291,0,0.909090909090909,0.866666666666667,12 AM - 3 AM,50-59
200816680,11/16/2020 12:00:00 AM,2020-11-15,0.808429118773946,8,10,827,2,740,46,1202 1307 0329 1822,76,M,4,123,44,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,946.744186046512,500 S  BARRINGTON                   AV,34.0604,-118.4684,0,0.909090909090909,0.466666666666667,12 AM - 3 AM,70-79
201212144,05/04/2020 12:00:00 AM,2020-05-04,0.0421455938697318,12,0,1241,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,510,946.744186046512,3200 W  63RD                         ST,33.9829,-118.3294,0,0.363636363636364,0.1,12 AM - 3 AM,30-39
201219304,08/26/2020 12:00:00 AM,2020-08-22,0.7232865048957,12,0,1263,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,510,946.744186046512,2000 W  84TH                         PL,33.9618,-118.3156,0,0.636363636363636,0.7,12 AM - 3 AM,30-39
200317571,09/19/2020 12:00:00 AM,2020-09-19,0.442315879097488,3,8,353,1,210,34,1822 0342 1100 0334 0302 0430 1300 1309 1407 1409,23,F,1,101,52,102,HAND GUN,IC,2,210,946.744186046512,OBAMA                        BL,34.0215,-118.3393,0,0.727272727272727,0.6,12 AM - 3 AM,20-29
201109063,05/06/2020 12:00:00 AM,2020-05-05,0.101745423584504,11,6,1129,1,520,48,1612 1300,56,F,4,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,520,946.744186046512,CRESCENT                     ST,34.1164,-118.1776,0,0.363636363636364,0.133333333333333,12 AM - 3 AM,50-59
200109962,04/02/2020 12:00:00 AM,2020-03-26,0.438058748403576,1,1,111,1,330,11,1822 1605 0344,33,F,4,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,700 N  FIGUEROA                     ST,34.0635,-118.2458,0,0.181818181818182,0.833333333333333,12 AM - 3 AM,30-39
201307804,03/09/2020 12:00:00 AM,2020-01-27,0.910600255427842,13,5,1375,1,230,2,1822 1300 0302 0421 0334,37,M,2,101,52,109,SEMI-AUTOMATIC PISTOL,AA,0,230,946.744186046512,1100 E  53RD                         ST,33.9948,-118.2565,0,0,0.866666666666667,12 AM - 3 AM,30-39
201214594,06/13/2020 12:00:00 AM,2020-06-12,0.942528735632184,12,0,1267,1,330,11,1822 0344,66,F,1,122,55,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,500 W  83RD                         ST,33.9632,-118.2827,0,0.454545454545455,0.366666666666667,12 AM - 3 AM,60-69
200716734,12/05/2020 12:00:00 AM,2020-12-05,0.389101745423585,7,12,765,2,930,16,1309 0443,59,M,4,108,43,511,VERBAL THREAT,IC,2,930,946.744186046512,VENICE                       BL,34.0467,-118.3406,0,1,0.133333333333333,12 AM - 3 AM,50-59
201212831,05/15/2020 12:00:00 AM,2020-05-04,0.29757343550447,12,0,1239,2,740,46,0329 0321,57,F,1,720,22,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,946.744186046512,5900 S  VERMONT                      AV,33.9875,-118.2915,0,0.363636363636364,0.1,12 AM - 3 AM,50-59
200906646,02/28/2020 12:00:00 AM,2020-02-27,0.438058748403576,9,9,991,1,310,10,0344 1606,44,F,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,946.744186046512,15100    ENCANTO                      DR,34.1466,-118.462,0,0.0909090909090909,0.866666666666667,12 AM - 3 AM,40-49
200816285,11/11/2020 12:00:00 AM,2020-11-10,0.7232865048957,8,10,897,1,310,10,1822 0344 0397 1602 0352 1402 1267,31,F,4,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,998,3300 S  BEVERLY                      DR,34.031,-118.3989,0,0.909090909090909,0.3,12 AM - 3 AM,30-39
200616417,10/08/2020 12:00:00 AM,2020-10-08,0.0974882928905917,6,4,648,1,230,2,1822 1501 1218,34,F,4,101,52,114,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,2,230,946.744186046512,5700 W  HOLLYWOOD                    BL,34.1017,-118.3141,0,0.818181818181818,0.233333333333333,12 AM - 3 AM,30-39
201014150,10/17/2020 12:00:00 AM,2020-10-10,0,10,11,1006,2,354,41,1822 0922 0929,29,M,3,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,7800    TEXHOMA                      AV,34.212,-118.5154,0,0.818181818181818,0.3,12 AM - 3 AM,20-29
200212614,07/16/2020 12:00:00 AM,2020-04-21,0.382716049382716,2,7,233,1,420,39,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,100 N  RAMPART                      BL,34.0695,-118.2768,0,0.272727272727273,0.666666666666667,12 AM - 3 AM,30-39
200605329,01/29/2020 12:00:00 AM,2020-01-25,0.595572584078331,6,4,647,1,440,42,0344 1822,75,M,0,735,34,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,1600 N  EL CENTRO                    AV,34.0998,-118.3237,0,0,0.8,12 AM - 3 AM,70-79
200706186,02/16/2020 12:00:00 AM,2020-02-14,0.687100893997446,7,12,782,1,341,43,0344 0394 1822,32,F,4,203,37,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,341,946.744186046512,1900 S  LA CIENEGA                   BL,34.0426,-118.3764,0,0.0909090909090909,0.433333333333333,12 AM - 3 AM,30-39
200815198,10/09/2020 12:00:00 AM,2020-10-09,0.565772669220945,8,10,827,2,624,4,1822 0421,29,M,4,252,7,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,624,946.744186046512,11700    SAN VICENTE                  BL,34.0536,-118.4662,0,0.818181818181818,0.266666666666667,12 AM - 3 AM,20-29
201218195,08/09/2020 12:00:00 AM,2020-08-09,0.0847169008088548,12,0,1256,1,236,24,0400 0416 2000 1814 0913 0429 0344 0445 0419,35,M,1,502,32,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,236,946.744186046512,700 W  74TH                         ST,33.9727,-118.2846,0,0.636363636363636,0.266666666666667,12 AM - 3 AM,30-39
200408096,04/22/2020 12:00:00 AM,2020-04-22,0.808429118773946,4,3,471,1,230,2,1402 2004 1822 0411,32,F,2,101,52,205,KITCHEN KNIFE,AA,0,230,998,6TH,34.0391,-118.2236,0,0.272727272727273,0.7,12 AM - 3 AM,30-39
200508431,04/18/2020 12:00:00 AM,2020-04-18,0.936143039591316,5,2,515,2,946,29,0913 1243 1813,58,M,2,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,946,946.744186046512,1600    WILMINGTON                   BL,33.7951,-118.2752,0,0.272727272727273,0.566666666666667,12 AM - 3 AM,50-59
201219454,08/28/2020 12:00:00 AM,2020-08-28,0.00808854831843338,12,0,1259,2,888,44,1402 1202 1822 0342,68,M,1,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,888,998,700 E  76TH                         ST,33.9712,-118.263,0,0.636363636363636,0.9,12 AM - 3 AM,60-69
201219885,09/03/2020 12:00:00 AM,2020-09-03,0.355044699872286,12,0,1253,2,626,25,2000 1813 0913 2021 1202 0416 0432 0421 0319,81,M,1,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,626,930,7200 S  HARVARD                      BL,33.9741,-118.3068,0,0.727272727272727,0.0666666666666667,12 AM - 3 AM,80-89
200913371,08/10/2020 12:00:00 AM,2020-03-20,0.255002128565347,9,9,911,2,845,35,1501,39,F,5,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,845,946.744186046512,15300    SHERMAN                      WY,34.2011,-118.4669,0,0.181818181818182,0.633333333333333,12 AM - 3 AM,30-39
200909092,04/29/2020 12:00:00 AM,2020-04-27,0.893571732652193,9,9,919,1,330,11,1609 0344 1300,54,F,1,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,13600    SHERMAN                      WY,34.2012,-118.4294,0,0.272727272727273,0.866666666666667,12 AM - 3 AM,50-59
200717236,12/18/2020 12:00:00 AM,2020-12-18,0.467858663260962,7,12,752,1,320,13,1822 1602 0397 0329,84,M,1,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,320,946.744186046512,1200    ALVIRA                       ST,34.0532,-118.3729,0,1,0.566666666666667,12 AM - 3 AM,80-89
200115046,07/19/2020 12:00:00 AM,2020-07-19,0.606215410813112,1,1,166,2,624,4,1218 0356 0305 0344 0416 1822,54,M,2,102,50,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,624,946.744186046512,7TH                          ST,34.0412,-118.2474,0,0.545454545454545,0.6,12 AM - 3 AM,50-59
200319472,10/27/2020 12:00:00 AM,2020-10-27,0.565772669220945,3,8,314,2,740,46,1236 1307 0329 0913,18,F,1,122,55,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,740,946.744186046512,3900 W  ADAMS                        BL,34.0326,-118.3284,0,0.818181818181818,0.866666666666667,12 AM - 3 AM,10-19
200610699,05/27/2020 12:00:00 AM,2020-05-24,0.736057896977437,6,4,648,1,440,42,344,24,F,4,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,5600    CARLTON                      WY,34.1005,-118.3115,0,0.363636363636364,0.766666666666667,12 AM - 3 AM,20-29
201005330,02/01/2020 12:00:00 AM,2020-02-01,0.401873137505321,10,11,1065,1,420,39,0385 1300 1822,43,F,3,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,17800    MARGATE                      ST,34.1686,-118.5203,0,0.0909090909090909,0,12 AM - 3 AM,40-49
200504809,01/20/2020 12:00:00 AM,2020-01-20,0.401873137505321,5,2,507,2,626,25,1814 0913 2000 1813 0444,42,M,1,101,52,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,626,946.744186046512,22800    LOCKNESS                     AV,33.819,-118.3066,0,0,0.633333333333333,12 AM - 3 AM,40-49
200705134,01/20/2020 12:00:00 AM,2020-01-19,0.821200510855683,7,12,702,1,480,6,344,30,M,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,480,946.744186046512,800 N  VISTA                        ST,34.0854,-118.3522,0,0,0.6,12 AM - 3 AM,30-39
200812232,07/22/2020 12:00:00 AM,2020-07-22,0.467858663260962,8,10,815,2,354,41,930,45,F,4,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,300    DALKEITH                     AV,34.0691,-118.4619,0,0.545454545454545,0.7,12 AM - 3 AM,40-49
200611438,06/15/2020 12:00:00 AM,2020-06-14,0.553001277139208,6,4,667,2,755,7,0344 0443 0404 0913,39,X,5,203,37,511,VERBAL THREAT,IC,2,755,946.744186046512,5800 W  SUNSET                       BL,34.0981,-118.3158,0,0.454545454545455,0.433333333333333,12 AM - 3 AM,30-39
200111209,05/01/2020 12:00:00 AM,2020-04-30,0.767134951042997,1,1,162,1,210,34,0305 0355 0319 0334 0302 0344 1309 1822,37,F,2,123,44,102,HAND GUN,IC,2,210,946.744186046512,700 W  9TH                          ST,34.0462,-118.2585,0,0.272727272727273,0.966666666666667,12 AM - 3 AM,30-39
200415454,12/01/2020 12:00:00 AM,2020-11-16,0.510429970200085,4,3,409,2,354,41,100,47,M,2,750,10,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,354,946.744186046512,5500    ATLAS                        ST,34.0976,-118.1602,0,0.909090909090909,0.5,12 AM - 3 AM,40-49
200605686,02/05/2020 12:00:00 AM,2020-02-03,0,6,4,648,1,341,43,0344 1822,22,F,2,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,341,946.744186046512,5500    HAROLD                       WY,34.0994,-118.3093,0,0.0909090909090909,0.0666666666666667,12 AM - 3 AM,20-29
200508796,04/27/2020 12:00:00 AM,2020-04-25,0.7232865048957,5,2,515,2,740,46,1300 0329,40,M,2,122,55,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,946.744186046512,1500 N  AVALON                       BL,33.7948,-118.2694,0,0.272727272727273,0.8,12 AM - 3 AM,40-49
200909232,05/02/2020 12:00:00 AM,2020-05-01,0.936143039591316,9,9,926,1,330,11,344,38,M,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,6600    COSTELLO                     AV,34.1903,-118.4378,0,0.363636363636364,0,12 AM - 3 AM,30-39
200605833,02/07/2020 12:00:00 AM,2020-02-05,0.553001277139208,6,4,622,1,331,38,1300 0344 0385,34,F,2,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,331,946.744186046512,7200    HILLSIDE                     AV,34.1046,-118.3461,0,0.0909090909090909,0.133333333333333,12 AM - 3 AM,30-39
200313632,07/01/2020 12:00:00 AM,2020-06-30,0.863771817794806,3,8,307,1,331,38,1606 1822 0385 1300,38,M,2,122,55,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,331,946.744186046512,2500    WELLINGTON                   RD,34.0339,-118.337,0,0.454545454545455,0.966666666666667,12 AM - 3 AM,30-39
200116174,08/10/2020 12:00:00 AM,2020-08-08,0.553001277139208,1,1,152,1,330,11,0344 0329 1822 1307 1609,31,M,0,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,HOPE                         ST,34.0495,-118.2564,0,0.636363636363636,0.233333333333333,12 AM - 3 AM,30-39
200606007,02/11/2020 12:00:00 AM,2020-02-11,0.448701575138357,6,4,668,1,440,42,0344 1822,16,F,4,721,19,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,1300 N  WILTON                       PL,34.0948,-118.3136,0,0.0909090909090909,0.333333333333333,12 AM - 3 AM,10-19
200608399,03/28/2020 12:00:00 AM,2020-03-27,0.7232865048957,6,4,615,1,330,11,0344 0329 1307,30,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,LAKE HOLLYWOOD,34.1322,-118.3384,0,0.181818181818182,0.866666666666667,12 AM - 3 AM,30-39
200122630,12/20/2020 12:00:00 AM,2020-12-19,0.0847169008088548,1,1,185,2,740,46,329,39,X,5,122,55,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,740,946.744186046512,900 S  BROADWAY,34.0419,-118.2564,0,1,0.6,12 AM - 3 AM,30-39
201208742,03/08/2020 12:00:00 AM,2020-03-08,0.553001277139208,12,0,1239,1,230,2,0913 0416 1822,46,M,1,101,52,500,UNKNOWN WEAPON/OTHER WEAPON,AO,1,230,946.744186046512,5900 S  FIGUEROA                     ST,33.9871,-118.2827,0,0.181818181818182,0.233333333333333,12 AM - 3 AM,40-49
200314858,07/28/2020 12:00:00 AM,2020-07-27,0.906343124733929,3,8,319,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,510,946.744186046512,2100    BONSALLO                     AV,34.0323,-118.2776,0,0.545454545454545,0.866666666666667,12 AM - 3 AM,30-39
200315958,08/18/2020 12:00:00 AM,2020-08-18,0.00468284376330353,3,8,373,2,890,22,1309 1501 0202 1822,19,X,5,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,890,946.744186046512,MARTIN LUTHER KING JR        BL,34.0109,-118.3351,0,0.636363636363636,0.566666666666667,12 AM - 3 AM,10-19
200313281,06/27/2020 12:00:00 AM,2020-06-26,0.980842911877395,3,8,331,1,331,38,0344 1309 1822 0352 0216 1606,44,F,1,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,331,946.744186046512,4800    WESTHAVEN                    ST,34.0264,-118.3481,0,0.454545454545455,0.833333333333333,12 AM - 3 AM,40-49
200707668,03/22/2020 12:00:00 AM,2020-03-21,0.233716475095785,7,12,759,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,1200    BRONSON                      AV,34.0499,-118.3242,0,0.181818181818182,0.666666666666667,12 AM - 3 AM,30-39
200413270,09/29/2020 12:00:00 AM,2020-09-29,0.0911025968497233,4,3,467,2,900,51,2038,47,M,2,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,900,946.744186046512,2600 E  4TH                          ST,34.0389,-118.208,0,0.727272727272727,0.933333333333333,12 AM - 3 AM,40-49
201113788,09/20/2020 12:00:00 AM,2020-09-20,0.0123456790123457,11,6,1126,1,230,2,0416 1822,17,F,2,102,50,500,UNKNOWN WEAPON/OTHER WEAPON,IC,2,230,946.744186046512,YORK,34.1207,-118.2026,0,0.727272727272727,0.633333333333333,12 AM - 3 AM,10-19
201011314,07/24/2020 12:00:00 AM,2020-07-24,0.655172413793104,10,11,1021,2,930,16,0913 0443,34,F,4,406,40,511,VERBAL THREAT,AA,0,930,946.744186046512,19300    VANOWEN                      ST,34.1938,-118.5534,0,0.545454545454545,0.766666666666667,12 AM - 3 AM,30-39
201220280,09/08/2020 12:00:00 AM,2020-09-08,0.808429118773946,12,0,1231,2,624,4,0416 0446 0913 0429 1202 1701 1309 0361 2003 0444,66,F,1,501,51,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,624,946.744186046512,4300 W  59TH                         ST,33.9871,-118.3519,0,0.727272727272727,0.233333333333333,12 AM - 3 AM,60-69
201011557,08/01/2020 12:00:00 AM,2020-08-01,0,10,11,1029,1,520,48,1300 1607 1822 0329,40,M,2,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,520,946.744186046512,16100    VANOWEN                      ST,34.1976,-118.4799,0,0.636363636363636,0,12 AM - 3 AM,40-49
201110895,06/27/2020 12:00:00 AM,2020-06-26,0.936143039591316,11,6,1141,1,420,39,344,39,F,2,707,16,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,4700    AMBROSE                      AV,34.1099,-118.2923,0,0.454545454545455,0.833333333333333,12 AM - 3 AM,30-39
200209757,05/03/2020 12:00:00 AM,2020-05-03,0.480630055342699,2,7,269,1,210,34,1822 1419 0342 0449 0355 0371 0906 0327 0344 0377,35,F,2,102,50,200,KNIFE WITH BLADE 6INCHES OR LESS,AA,0,210,998,JAMES M WOOD,34.0504,-118.2722,0,0.363636363636364,0.0666666666666667,12 AM - 3 AM,30-39
200317128,09/10/2020 12:00:00 AM,2020-09-10,0.821200510855683,3,8,357,2,956,26,1822,39,F,2,501,51,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,956,946.744186046512,3500 S  NORMANDIE                    AV,34.0242,-118.3002,0,0.727272727272727,0.3,12 AM - 3 AM,30-39
200320465,11/16/2020 12:00:00 AM,2020-11-15,0.425287356321839,3,8,329,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,28TH                         ST,34.026,-118.2758,0,0.909090909090909,0.466666666666667,12 AM - 3 AM,30-39
200919016,12/31/2020 12:00:00 AM,2020-12-23,0.510429970200085,9,9,915,1,310,10,1607 0344 0358 0321 1414 1420,39,X,5,118,9,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,310,946.744186046512,7100    VAN NUYS                     BL,34.1994,-118.4488,0,1,0.733333333333333,12 AM - 3 AM,30-39
200610306,05/17/2020 12:00:00 AM,2020-05-17,0.0208599404001703,6,4,668,2,626,25,0400 0416 1814 2000 0913,34,M,2,502,32,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,0,626,946.744186046512,5600    VIRGINIA                     AV,34.0918,-118.3109,0,0.363636363636364,0.533333333333333,12 AM - 3 AM,30-39
200219096,12/28/2020 12:00:00 AM,2020-12-27,0.699872286079183,2,7,237,2,662,9,1822 0701 0800 0100,38,M,4,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,662,946.744186046512,1500    COUNCIL                      ST,34.0656,-118.2616,0,1,0.866666666666667,12 AM - 3 AM,30-39
201305867,02/02/2020 12:00:00 AM,2020-02-02,0.514687100893998,13,5,1385,1,420,39,0377 0352 1606 0344,49,M,2,104,14,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,600 E  GAGE                         AV,33.9857,-118.2628,0,0.0909090909090909,0.0333333333333333,12 AM - 3 AM,40-49
201213641,05/27/2020 12:00:00 AM,2020-05-25,0.697743720732227,12,0,1208,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,48TH                         ST,33.9997,-118.2827,0,0.363636363636364,0.8,12 AM - 3 AM,30-39
201013650,10/02/2020 12:00:00 AM,2020-10-02,0.359301830566198,10,11,1012,1,236,24,2000 0416 0913 1814 0417 0340 0445 0411 1309 0359,22,F,3,102,50,218,OTHER CUTTING INSTRUMENT,AA,0,236,946.744186046512,VALERIO,34.2048,-118.536,0,0.818181818181818,0.0333333333333333,12 AM - 3 AM,20-29
201208702,03/08/2020 12:00:00 AM,2020-03-08,0.553001277139208,12,0,1243,1,510,49,344,39,F,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,1600 W  66TH                         ST,33.9792,-118.3046,0,0.181818181818182,0.233333333333333,12 AM - 3 AM,30-39
201005390,02/03/2020 12:00:00 AM,2020-01-31,0.638143891017454,10,11,1008,1,420,39,0344 1822 1607,39,F,3,121,56,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,420,946.744186046512,8000    BALBOA                       BL,34.2157,-118.5011,0,0,1,12 AM - 3 AM,30-39
200400819,05/24/2020 12:00:00 AM,2020-05-24,0.912728820774798,4,3,491,1,210,34,1822 0325 0355,39,X,5,203,37,500,UNKNOWN WEAPON/OTHER WEAPON,IC,2,210,946.744186046512,1700 S  SOTO                         ST,34.0233,-118.2222,0,0.363636363636364,0.766666666666667,12 AM - 3 AM,30-39
200404133,01/03/2020 12:00:00 AM,2020-01-03,0.870157513835675,4,3,453,2,624,4,1810 0416,40,F,1,501,51,500,UNKNOWN WEAPON/OTHER WEAPON,AA,0,624,946.744186046512,1300    PENNSYLVANIA                 AV,34.0528,-118.2215,0,0,0.0666666666666667,12 AM - 3 AM,40-49
200813949,09/11/2020 12:00:00 AM,2020-09-04,0.620263942103023,8,10,835,1,341,43,0394 0344 0346,37,M,4,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,341,946.744186046512,1900    SELBY                        AV,34.0487,-118.4319,0,0.727272727272727,0.1,12 AM - 3 AM,30-39
200300601,03/19/2020 12:00:00 AM,2020-03-18,0.510429970200085,3,8,335,1,330,11,1609 1402 1601 0329 0344 0352,29,F,4,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,330,946.744186046512,2600 W  30TH                         ST,34.0276,-118.3236,0,0.181818181818182,0.566666666666667,12 AM - 3 AM,20-29
200211375,06/15/2020 12:00:00 AM,2020-06-15,0.693486590038314,2,7,249,1,440,42,0202 0344 0394 1822,39,F,4,502,32,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,440,946.744186046512,1100 W  6TH                          ST,34.0541,-118.2621,0,0.454545454545455,0.466666666666667,12 AM - 3 AM,30-39
200618301,11/21/2020 12:00:00 AM,2020-11-21,0.255002128565347,6,4,622,1,510,49,344,39,F,2,108,43,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,510,946.744186046512,2300    JUPITER                      DR,34.1106,-118.3646,0,0.909090909090909,0.666666666666667,12 AM - 3 AM,30-39
201210589,04/03/2020 12:00:00 AM,2020-04-03,0.863771817794806,12,0,1203,2,745,47,0329 1307,22,M,2,101,52,360.941176470588,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,2,745,946.744186046512,1500 W  46TH                         ST,34.0019,-118.3056,0,0.272727272727273,0.0666666666666667,12 AM - 3 AM,20-29
201116284,12/03/2020 12:00:00 AM,2020-12-03,0.342273307790549,11,6,1147,2,626,25,0400 0416 1814 0913 2000,24,M,2,254,53,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,1,626,946.744186046512,1900    KEMPER                       ST,34.1018,-118.2325,0,1,0.0666666666666667,12 AM - 3 AM,20-29
